"Security Engineer Skill Assessment - Jul 19, 2024 - 4:34:48 PM",,,,,,,,,
,,,,,,,,,
Score Overview ,,,,,,,,,
Security Operations Analyst,Manage insider risk in Microsoft Purview,From the Alerts dashboard search for “last 30 days.,,,,,,,
Security Operations Analyst,Manage insider risk in Microsoft Purview,Click “Export” to download a CSV file with all alerts.  Import this into Excel and use the filter function.,,,,,,,
Security Operations Analyst,Manage insider risk in Microsoft Purview,"From the Alerts dashboard, select the Filter control.","From the Alerts dashboard, select the Filter control.",,,,,,
Security Operations Analyst,Protect against threats with Microsoft Defender for Endpoint,Subscription to the Microsoft Defender for Endpoint online service.,,,,,,,
Security Operations Analyst,Protect against threats with Microsoft Defender for Endpoint,No action is required. Microsoft Defender for Endpoint is included in the Windows 10 operating system.,,,,,,,
Security Operations Analyst,Protect against threats with Microsoft Defender for Endpoint,License for Microsoft Intune.,,,,,,,
Security Operations Analyst,Deploy the Microsoft Defender for Endpoint environment,One month,,,,,,,
Security Operations Analyst,Deploy the Microsoft Defender for Endpoint environment,Six months,,,,,,,
Security Operations Analyst,Deploy the Microsoft Defender for Endpoint environment,Three months,,,,,,,
Security Operations Analyst,Implement Windows security enhancements with Microsoft Defender for Endpoint,PowerShell,,,,,,,
Security Operations Analyst,Implement Windows security enhancements with Microsoft Defender for Endpoint,ASRConfig.exe,,,,,,,
Security Operations Analyst,Implement Windows security enhancements with Microsoft Defender for Endpoint,Microsoft Deployment System,,,,,,,
Security Operations Analyst,Perform device investigations in Microsoft Defender for Endpoint,Tag,,,,,,,
Security Operations Analyst,Perform device investigations in Microsoft Defender for Endpoint,Highlight,,,,,,,
Security Operations Analyst,Perform device investigations in Microsoft Defender for Endpoint,Flag,,,,,,,
Security Operations Analyst,Perform actions on a device using Microsoft Defender for Endpoint,Command History,,,,,,,
Security Operations Analyst,Perform actions on a device using Microsoft Defender for Endpoint,Prefetch Files,,,,,,,
Security Operations Analyst,Perform actions on a device using Microsoft Defender for Endpoint,Network transactions,,,,,,,
Security Operations Analyst,Perform evidence and entities investigations using Microsoft Defender for Endpoint,Domain,,,,,,,
Security Operations Analyst,Perform evidence and entities investigations using Microsoft Defender for Endpoint,Hunter,,,,,,,
Security Operations Analyst,Perform evidence and entities investigations using Microsoft Defender for Endpoint,Threat Actor,,,,,,,
Security Operations Analyst,Configure and manage automation using Microsoft Defender for Endpoint,Semi - require approval for any remediation,Semi - require approval for any remediation,,,,,,
Security Operations Analyst,Configure and manage automation using Microsoft Defender for Endpoint,Semi - user accounts only,,,,,,,
Security Operations Analyst,Configure and manage automation using Microsoft Defender for Endpoint,Semi - files only,,,,,,,
Security Operations Analyst,Configure for alerts and detections in Microsoft Defender for Endpoint,JSON,,,,,,,
Security Operations Analyst,Configure for alerts and detections in Microsoft Defender for Endpoint,XML,,,,,,,
Security Operations Analyst,Configure for alerts and detections in Microsoft Defender for Endpoint,CSV,,,,,,,
Security Operations Analyst,Utilize Vulnerability Management in Microsoft Defender for Endpoint,Vulnerable devices report,,,,,,,
Security Operations Analyst,Utilize Vulnerability Management in Microsoft Defender for Endpoint,Threat protection,,,,,,,
Security Operations Analyst,Utilize Vulnerability Management in Microsoft Defender for Endpoint,Threat Analytics,,,,,,,
Security Operations Analyst,Plan for cloud workload protections using Microsoft Defender for Cloud,Cloud security facilitation,,,,,,,
Security Operations Analyst,Plan for cloud workload protections using Microsoft Defender for Cloud,Cloud workload protection,Cloud workload protection,,,,,,
Security Operations Analyst,Plan for cloud workload protections using Microsoft Defender for Cloud,Cloud configuration management,,,,,,,
Security Operations Analyst,Connect Azure assets to Microsoft Defender for Cloud,Reasonable,,,,,,,
Security Operations Analyst,Connect Azure assets to Microsoft Defender for Cloud,Maximum,,,,,,,
Security Operations Analyst,Connect Azure assets to Microsoft Defender for Cloud,Minimal,,,,,,,
Security Operations Analyst,Connect non-Azure resources to Microsoft Defender for Cloud,Windows Store,,,,,,,
Security Operations Analyst,Connect non-Azure resources to Microsoft Defender for Cloud,Using Azure Arc enabled servers,,,,,,,
Security Operations Analyst,Connect non-Azure resources to Microsoft Defender for Cloud,From an Excel spreadsheet,,,,,,,
Security Operations Analyst,Manage your cloud security posture management,Respond,,,,,,,
Security Operations Analyst,Manage your cloud security posture management,Remediate,Remediate,,,,,,
Security Operations Analyst,Manage your cloud security posture management,Fix,,,,,,,
Security Operations Analyst,Explain cloud workload protections in Microsoft Defender for Cloud,Malware communicating with C&C server,,,,,,,
Security Operations Analyst,Explain cloud workload protections in Microsoft Defender for Cloud,Malware encrypting data on a Device,,,,,,,
Security Operations Analyst,Explain cloud workload protections in Microsoft Defender for Cloud,Malware enumerating user on a Device,,,,,,,
Security Operations Analyst,Remediate security alerts using Microsoft Defender for Cloud,Biometric analytics,,,,,,,
Security Operations Analyst,Remediate security alerts using Microsoft Defender for Cloud,Power BI,,,,,,,
Security Operations Analyst,Remediate security alerts using Microsoft Defender for Cloud,Behavioral analytics,,,,,,,
Security Operations Analyst,Construct KQL statements for Microsoft Sentinel,Searches across tables and isn't column-specific.,,,,,,,
Security Operations Analyst,Construct KQL statements for Microsoft Sentinel,Searches only data in the last hour.,,,,,,,
Security Operations Analyst,Construct KQL statements for Microsoft Sentinel,Searches in columns specified.,,,,,,,
Security Operations Analyst,Build multi-table statements using KQL,kind=leftouter,,,,,,,
Security Operations Analyst,Build multi-table statements using KQL,kind=inner,,,,,,,
Security Operations Analyst,Build multi-table statements using KQL,kind=fullouter,,,,,,,
Security Operations Analyst,Work with data in Microsoft Sentinel using Kusto Query Language,parse_json,,,,,,,
Security Operations Analyst,Work with data in Microsoft Sentinel using Kusto Query Language,extract,,,,,,,
Security Operations Analyst,Work with data in Microsoft Sentinel using Kusto Query Language,externaldata,externaldata,,,,,,
Security Operations Analyst,Introduction to Microsoft Sentinel,A solution for checking your security posture in the cloud,,,,,,,
Security Operations Analyst,Introduction to Microsoft Sentinel,An end-to-end solution for security operations,,,,,,,
